Author,ChangeCount,FilePath
Alexander Schwartz,2,impl/src/test/java/org/dukecon/server/util/arquillian/ContextExtension.java
Falk Sippach,1,impl/src/test/java/org/dukecon/server/util/arquillian/ContextExtension.java
Alexander Schwartz,2,impl/src/test/java/org/dukecon/server/util/arquillian/ContextProvider.java
Gerd Aschemann,2,impl/src/test/java/org/dukecon/server/util/arquillian/ContextProvider.java
Falk Sippach,1,impl/src/test/java/org/dukecon/server/util/arquillian/ContextProvider.java
Alexander Schwartz,2,impl/src/test/java/org/dukecon/server/util/arquillian/ContextRule.java
Gerd Aschemann,2,impl/src/test/java/org/dukecon/server/util/arquillian/ContextRule.java
Falk Sippach,1,impl/src/test/java/org/dukecon/server/util/arquillian/ContextRule.java
Alexander Schwartz,2,impl/src/test/java/org/dukecon/server/util/arquillian/ContextUrl.java
Gerd Aschemann,2,impl/src/test/java/org/dukecon/server/util/arquillian/ContextUrl.java
Falk Sippach,1,impl/src/test/java/org/dukecon/server/util/arquillian/ContextUrl.java
Alexander Schwartz,2,impl/src/test/java/org/dukecon/server/util/arquillian/package-info.java
Gerd Aschemann,2,impl/src/test/java/org/dukecon/server/util/arquillian/package-info.java
Falk Sippach,1,impl/src/test/java/org/dukecon/server/util/arquillian/package-info.java
Falk Sippach,12,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagDataExtractorSpec.groovy
Gerd Aschemann,1,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagDataExtractorSpec.groovy
Dirk Mahler,1,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagDataExtractorSpec.groovy
Falk Sippach,5,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagJsonMapperSpec.groovy
Dirk Mahler,1,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagJsonMapperSpec.groovy
Falk Sippach,2,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagSpeakerDataExtractorSpec.groovy
Christofer Dutz,1,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagSpeakerDataExtractorSpec.groovy
Falk Sippach,5,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagSpeakerMapperSpec.groovy
Christofer Dutz,1,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagSpeakerMapperSpec.groovy
Dirk Mahler,1,impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagSpeakerMapperSpec.groovy
Falk Sippach,4,impl/src/test/java/org/dukecon/server/conference/adpater/doag/SpeakerImageServiceTests.groovy
Dirk Mahler,1,impl/src/test/java/org/dukecon/server/conference/adpater/doag/SpeakerImageServiceTests.groovy
Falk Sippach,2,impl/src/test/java/org/dukecon/server/conference/adpater/heise/HeiseCsvInputSpec.groovy
Dirk Mahler,1,impl/src/test/java/org/dukecon/server/conference/adpater/heise/HeiseCsvInputSpec.groovy
Falk Sippach,4,impl/src/test/java/org/dukecon/server/conference/adpater/heise/HeiseDataExtractorSpec.groovy
Dirk Mahler,1,impl/src/test/java/org/dukecon/server/conference/adpater/heise/HeiseDataExtractorSpec.groovy
Gerd Aschemann,1,impl/src/test/java/org/dukecon/server/conference/adpater/heise/HeiseDataExtractorSpec.groovy
